NAME,SEASON,DREB/G,OREB/G,REB/G,PF/G,A/G,TO/G,A/TO,STL/G,BLK/G
Marie-Eve Martin,2010,2.0,2.3,4.3,1.8,1.6,1.6,1.0,0.9,0.1
Kyla Bothwell,2010,0.7,0.7,1.3,2.0,0.0,0.3,0.0,0.0,0.3
Elise Lepine,2010,1.7,1.8,3.5,1.5,0.9,1.2,0.8,0.8,0.3
Helene Bibeau,2010,0.9,1.9,2.9,1.7,0.4,1.3,0.3,0.8,0.1
Samantha Gormley,2010,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Emilie-Ann Downey,2010,0.1,1.3,1.4,0.7,0.1,0.4,0.3,0.4,0.3
Michelle A-Bellemare,2010,0.9,2.1,3.1,2.3,1.3,2.3,0.6,1.2,0.2
Therese Massock,2010,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
Selwa Maatoug,2010,0.8,1.3,2.1,1.9,0.7,0.9,0.8,0.6,0.2
Nadine Augustin,2010,0.4,0.3,0.6,0.3,0.0,0.9,0.0,0.1,0.0
Karine Boudrias,2010,0.5,1.9,2.4,1.7,1.0,1.9,0.5,0.9,0.0
Camille Michaud,2010,0.4,0.8,1.2,0.6,0.1,0.4,0.2,0.0,0.0
Catherine Bougie,2010,0.5,0.2,0.7,0.6,0.5,0.4,1.4,0.2,0.0
Marjolaine G-Theoret,2010,2.3,1.8,4.0,2.8,1.4,1.9,0.7,1.3,0.0
Emie Simard,2010,1.4,2.7,4.1,2.2,0.7,1.9,0.4,0.4,0.4
Jessica Bibeau-Cote,2010,0.4,2.5,2.9,2.3,2.3,2.1,1.1,1.4,0.1
Stephanie Youakim,2010,1.8,3.1,4.8,3.1,2.6,2.9,0.9,1.8,0.3
Irline Noel,2010,2.1,6.1,8.1,2.3,1.3,2.3,0.5,1.3,0.3
Brittany Vandyken,2010,0.3,0.3,0.6,0.4,0.2,0.6,0.4,0.0,0.0
Jill Szewczyk,2010,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nambogga Sewali,2010,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0
Hayley Neal,2010,1.0,1.0,2.0,1.7,0.3,0.9,0.3,0.9,0.0
Hillary Woodside,2010,1.6,3.6,5.3,1.7,1.6,2.4,0.7,1.6,0.1
Kayla Skjerdal,2010,0.5,0.5,1.1,1.2,0.3,0.6,0.5,0.1,0.1
Tara Giallonardo,2010,1.3,1.7,3.0,2.0,1.8,1.4,1.3,2.0,0.1
Britt Pegg,2010,1.4,1.6,3.0,1.9,2.3,2.1,1.1,2.5,0.1
Lauren Stewart,2010,1.0,3.4,4.4,3.4,2.3,1.9,1.2,2.2,0.3
Devyn Cuncic,2010,0.7,2.4,3.1,2.1,3.5,1.7,2.1,1.5,0.1
Emily McKay,2010,2.0,2.1,4.1,3.0,1.8,1.8,1.0,2.2,0.4
Vanessa Steen,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whitney Gorges,2010,2.3,3.1,5.4,1.1,1.5,1.5,1.0,1.5,0.5
Jess Del signore,2010,0.9,1.1,2.0,1.9,1.1,1.1,0.9,1.9,0.1
Karimah Issa,2010,0.2,0.6,0.8,0.7,0.2,0.4,0.5,0.3,0.1
Alyson Bush,2010,0.7,2.8,3.5,1.7,3.3,2.2,1.5,2.5,0.3
Jody Duncan,2010,0.4,1.1,1.5,1.8,0.8,0.5,1.6,0.4,0.1
Courtney Smith,2010,1.2,2.9,4.0,2.2,1.8,2.1,0.9,0.8,0.1
Bailey Lomas,2010,1.3,0.5,1.8,1.8,0.3,1.0,0.3,0.8,0.0
Jessica Resch,2010,1.3,3.0,4.3,1.6,1.0,1.5,0.7,0.5,0.1
Kendall Macleod,2010,2.5,3.0,5.5,2.7,1.1,1.7,0.7,1.5,0.1
Ashleigh Cleary,2010,3.3,2.6,5.9,2.0,0.9,1.4,0.7,0.5,0.2
Elizabeth Roach,2010,0.3,1.2,1.5,0.9,1.4,0.8,1.7,0.4,0.0
Jennifer Stoqua,2010,0.5,1.6,2.1,1.4,0.7,1.3,0.5,0.6,0.0
Sara Hickman,2010,1.2,1.7,2.9,1.3,0.3,0.4,0.7,0.4,0.7
Ines Jelic,2010,2.7,4.3,7.0,3.0,1.1,1.5,0.7,0.5,0.5
Alissa Schlote,2010,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Jamie Green,2010,0.1,1.8,1.9,0.8,0.3,1.4,0.2,0.5,0.1
Marlee Freeman,2010,0.2,1.6,1.8,2.1,1.2,4.0,0.3,0.7,0.0
Alex Yallin,2010,1.0,3.1,4.1,2.0,1.3,2.3,0.6,1.1,0.3
Ali Dzikowski,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kara Muhlhausen,2010,1.6,1.6,3.2,1.2,1.0,2.7,0.4,0.6,0.2
Diana Haefele,2010,0.4,0.6,0.9,0.3,0.4,0.7,0.6,0.3,0.0
Samantha Russell,2010,2.1,3.4,5.5,2.8,1.0,3.2,0.3,1.0,0.3
Laura Rajnak,2010,1.2,2.5,3.6,1.8,1.4,1.8,0.8,0.8,0.1
Alex Russell,2010,2.0,2.8,4.9,2.2,1.0,2.1,0.5,0.5,0.8
Jasmine Douglas,2010,3.3,6.0,9.3,2.1,1.4,2.5,0.6,0.8,1.4
Samantha De jong,2010,0.9,3.5,4.4,2.0,0.6,2.3,0.3,0.9,0.3
Corina Bruni,2010,0.5,1.5,2.0,1.5,3.4,2.2,1.5,1.9,0.0
Emily Ross,2010,2.3,2.2,4.5,2.3,0.7,2.0,0.4,0.7,0.2
Tasia McKenna,2010,0.5,3.2,3.6,1.6,4.4,2.8,1.6,2.1,0.0
Lisa Styles,2010,1.0,0.8,1.9,1.1,1.5,1.6,0.9,0.5,0.0
Danarae Sommerville,2010,0.4,0.0,0.4,1.6,0.8,0.2,4.0,0.4,0.0
Georgia Harvey,2010,0.4,2.1,2.5,1.9,1.9,2.1,0.9,1.7,0.0
Ayse Kalkan,2010,0.3,0.9,1.1,1.1,0.2,0.5,0.4,0.6,0.1
Sarah Gordon,2010,0.9,3.4,4.3,2.3,1.0,1.6,0.6,1.3,0.6
Chelsea Nekuliak,2010,0.7,0.9,1.6,0.9,0.4,0.6,0.6,0.5,0.3
Chiaki Nakamura,2010,1.0,1.0,2.0,0.5,0.8,1.1,0.8,0.5,0.0
Shannon Vellinga,2010,1.6,2.5,4.0,4.0,0.5,2.5,0.2,0.5,0.4
Lindsay Druery,2010,3.9,6.0,9.9,3.3,0.7,2.2,0.3,0.9,0.3
Katie Goggins,2010,1.1,5.9,7.0,3.0,3.5,3.3,1.1,2.5,0.5
Lyndi Meloche,2010,0.3,0.9,1.2,0.5,1.2,1.0,1.2,0.5,0.0
Carley Blaseg,2010,0.2,0.9,1.2,0.6,0.5,0.9,0.5,0.2,0.0
Julia Kay,2010,0.1,0.5,0.6,0.5,0.1,0.4,0.3,0.0,0.0
Mylaine Mageau,2010,0.6,2.6,3.2,2.0,1.2,2.2,0.6,0.9,0.1
Kyla Csumrik,2010,0.1,0.9,1.1,0.9,0.3,0.7,0.4,0.5,0.0
Norma Jean roberts,2010,0.5,1.7,2.2,1.0,1.3,2.9,0.4,0.5,0.1
Lindsay Hocevar,2010,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0
Kauri Lafontaine,2010,1.4,4.1,5.5,1.9,2.1,2.1,1.0,0.8,0.2
Jenna Kennedy,2010,1.1,1.9,3.0,1.3,0.2,1.2,0.2,0.2,0.6
Lisa Furchner,2010,2.6,4.7,7.3,2.0,0.7,3.2,0.2,0.5,0.2
Darrah Bumstead,2010,3.8,6.9,10.7,3.3,1.4,3.4,0.4,0.7,1.1
Kara Hilton,2010,0.5,0.8,1.3,1.4,0.1,0.6,0.2,0.2,0.0
Nicole Roeder,2010,0.4,0.7,1.1,1.2,1.0,1.3,0.8,0.7,0.0
Amber Hillis,2010,1.2,1.6,2.8,1.5,1.5,1.9,0.8,1.3,0.0
Kandice Baptiste,2010,0.2,1.2,1.4,0.8,1.0,1.0,1.0,0.3,0.0
Mallory Kohlmeier,2010,0.8,1.7,2.5,2.0,1.5,1.7,0.9,1.1,0.0
Renata Adamczyk,2010,2.2,3.9,6.1,3.4,2.3,3.7,0.6,2.9,0.3
Christine Macdonald,2010,0.4,1.3,1.7,0.9,1.2,1.6,0.8,0.5,0.1
A Southhall-Millward,2010,0.8,1.9,2.7,1.9,0.6,1.1,0.5,0.4,0.0
Aleksa Brkic,2010,0.5,1.5,2.0,0.9,0.9,0.8,1.1,0.7,0.0
Alena Luciani,2010,0.9,1.8,2.7,2.0,0.9,1.6,0.6,1.0,0.0
Aimee Van dam,2010,0.7,0.5,1.3,0.5,0.0,0.1,0.0,0.2,0.2
Megan Grant,2010,3.5,3.8,7.3,1.4,1.5,2.7,0.6,1.0,0.5
Christa Mancino,2010,1.7,3.4,5.2,1.8,0.7,2.3,0.3,0.8,0.6
Rebecca Rewi,2010,1.3,1.9,3.1,2.4,2.6,1.8,1.4,2.1,0.1
Vanessa Bonomo,2010,0.7,1.5,2.1,1.4,0.8,1.6,0.5,0.4,0.0
Emily Leger,2010,0.5,1.3,1.8,1.5,0.6,1.2,0.5,0.6,0.0
Elizabeth Burns,2010,0.3,0.9,1.2,1.4,0.4,1.0,0.4,0.7,0.3
Jaklynn Nimec,2010,1.5,2.5,4.0,2.0,0.7,1.4,0.5,0.7,0.5
Hannah Lamb,2010,0.5,0.4,0.9,0.8,0.1,0.5,0.2,0.0,0.0
Alyska Lukan,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Smith,2010,0.7,3.5,4.2,2.8,7.2,4.2,1.7,1.9,0.1
Hailey Milligan,2010,1.5,4.4,5.9,2.3,1.1,1.1,1.0,0.7,0.7
Lisa marie Iavarone,2010,1.1,1.8,2.9,2.3,1.9,1.9,1.0,0.8,0.1
Nicole Rosenkranz,2010,2.4,3.7,6.1,3.0,1.1,3.0,0.4,1.4,0.7
Taylor Chiarot,2010,1.2,3.9,5.1,1.8,1.0,1.9,0.5,1.0,0.6
Melina Wishart,2010,0.9,1.6,2.5,0.8,1.7,1.2,1.4,1.6,0.2
Kayte Chase,2010,0.6,1.2,1.8,1.3,1.7,1.5,1.1,1.1,0.0
Awo Farah,2010,0.8,2.0,2.9,2.0,2.0,1.3,1.6,0.6,0.0
Emilie Morasse,2010,1.3,2.9,4.1,2.2,1.9,2.0,1.0,1.5,0.0
Kelly Weir,2010,0.9,1.3,2.2,1.6,0.6,1.2,0.5,0.4,0.1
Courtney Berquist,2010,1.1,1.0,2.1,2.1,0.2,0.8,0.2,0.6,0.3
Alex Naylor,2010,0.5,0.8,1.3,0.9,0.4,0.8,0.5,0.2,0.1
Kizzy Clarke,2010,1.0,2.6,3.6,2.0,0.7,1.3,0.5,0.8,0.2
Rose-Anne Joly,2010,0.0,0.3,0.3,1.3,0.3,0.3,1.0,0.3,0.0
Jade Fair,2010,0.9,0.6,1.5,1.1,0.5,0.7,0.7,0.5,0.1
Catherine Cloutier,2010,0.5,1.1,1.6,2.4,1.2,1.2,1.0,0.6,0.0
Marie-Eve Caouette,2010,1.1,1.3,2.4,1.2,0.5,1.1,0.5,0.3,0.3
Hannah Sunley-Paisley,2010,4.7,6.0,10.8,3.3,2.5,3.5,0.7,2.4,1.5
Charlotte Mackenzie,2010,0.9,0.9,1.7,2.3,0.5,1.0,0.5,0.3,0.0
Paige Robinson,2010,0.3,1.2,1.5,2.0,1.2,1.9,0.7,0.5,0.0
Emma Glasgow,2010,0.1,0.0,0.1,0.3,0.1,0.4,0.3,0.4,0.1
Brittany Moore,2010,0.2,2.2,2.4,2.3,1.9,2.9,0.7,1.2,0.0
Maddie Soye,2010,1.2,2.9,4.0,1.3,1.4,2.2,0.6,0.9,0.0
Richelle Gaudet,2010,1.5,1.0,2.5,1.4,0.5,1.3,0.4,0.2,0.1
Christine Wallace,2010,2.0,3.3,5.2,2.1,1.2,1.7,0.7,0.8,0.2
Sydney Kernahan,2010,0.3,0.9,1.1,0.5,0.1,0.2,0.3,0.3,0.1
Erin Skippon,2010,1.9,5.2,7.1,2.7,0.9,2.7,0.3,1.3,0.4
Hanna Koposhynska,2010,1.1,1.6,2.7,1.9,0.3,1.3,0.2,0.1,0.6
Jill Wheat,2010,2.0,3.8,5.9,2.6,0.7,1.6,0.4,1.0,0.3
Monika Szpytko,2010,0.4,0.4,0.8,0.6,0.2,0.4,0.5,0.2,0.0
Katie Guthrie,2010,2.0,2.9,5.0,3.5,1.9,3.2,0.6,1.0,0.1
Lacey O'Sullivan,2010,2.1,3.1,5.2,2.4,3.3,2.1,1.6,2.7,0.2
Lisa Goldring,2010,1.3,2.2,3.5,2.5,1.9,3.6,0.5,2.0,0.0
Claire Askew,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aislind Syrotuik,2010,0.5,1.9,2.5,1.0,0.8,1.7,0.5,0.4,0.0
Caitlin Fraser,2010,0.0,0.4,0.4,0.3,0.4,0.0,0.0,0.3,0.0
Dayana Gechkova,2010,0.7,1.1,1.7,0.4,0.3,0.6,0.5,0.2,0.0
Ashley Macdonald,2010,0.8,2.9,3.7,2.3,2.1,2.5,0.8,2.0,0.1
Kelsey Wright,2010,0.8,1.3,2.0,2.5,0.7,1.4,0.5,0.8,0.2
Stacy Pigden,2010,0.8,0.5,1.3,0.9,0.3,0.5,0.5,0.2,0.0
Jenny Hobbs,2010,1.6,2.7,4.3,2.7,1.1,1.2,0.9,1.4,0.1
Nicola Cohen,2010,0.5,1.2,1.7,0.7,0.1,0.8,0.1,0.4,0.1
Angela Tilk,2010,4.2,5.1,9.3,3.1,0.3,1.6,0.2,0.8,0.2
Alexandra Tkaczyk,2010,2.0,1.5,3.5,1.3,0.4,1.0,0.4,0.5,0.1
Joanna Medri,2010,1.4,2.4,3.7,1.3,2.1,1.9,1.1,2.2,0.3
Amanda Lum,2010,0.6,0.9,1.6,0.7,0.9,1.8,0.5,0.6,0.1
Emily Larson,2010,0.5,1.0,1.5,1.1,2.0,1.5,1.4,0.6,0.1
Erin McNeely,2010,2.0,2.4,4.4,2.8,3.1,2.9,1.1,1.6,0.1
Megan Stoncius,2010,1.5,2.1,3.6,2.5,1.0,0.9,1.1,1.0,0.4
Hayley Max-Lino,2010,0.5,0.6,1.1,0.8,0.2,0.5,0.5,0.3,0.2
Tania Meunier,2010,1.1,1.6,2.7,0.8,0.6,1.1,0.5,0.4,0.1
Robyn Fashler,2010,0.9,1.0,1.9,2.3,0.4,1.7,0.2,0.3,0.1
Emma Currie,2010,0.9,0.9,1.8,0.2,0.5,1.1,0.4,0.7,0.1
Grace Mahary,2010,0.6,0.6,1.2,0.4,0.4,0.8,0.5,0.6,0.0
Alicia Van kampen,2010,1.4,2.4,3.7,1.9,0.4,1.0,0.4,0.7,0.6
Katelyn McConnell,2010,0.7,2.2,2.9,2.4,0.9,2.1,0.4,1.1,0.2
Nicki Schutz,2010,3.5,7.5,11.0,3.1,1.6,3.8,0.4,2.4,0.8
Sherri Pierce,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C. Quinlan,2010,1.2,2.6,3.8,1.7,1.9,2.2,0.8,0.9,0.1
R. Holden,2010,1.3,3.4,4.6,3.1,1.4,3.2,0.4,1.7,0.0
K. Beaucock,2010,0.1,0.2,0.3,0.2,0.2,0.5,0.3,0.4,0.1
S. Shea,2010,1.5,2.5,4.0,1.3,1.0,2.5,0.4,1.2,0.0
G. Hummel,2010,0.4,0.5,0.9,0.2,0.1,0.6,0.2,0.1,0.0
E. Tilley,2010,0.7,3.6,4.3,2.5,1.9,3.2,0.6,1.1,0.5
L. Bossers,2010,0.6,0.7,1.3,1.5,0.4,1.1,0.4,0.6,0.1
K. Singbeil,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S. Brathwaite,2010,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
C. Brown,2010,0.6,1.8,2.4,1.7,1.8,2.0,0.9,1.5,0.1
L. Becotte,2010,2.9,4.7,7.6,2.2,0.8,2.9,0.3,0.9,0.5
S. Hickey,2010,0.9,1.8,2.7,1.7,0.4,2.8,0.2,0.6,0.0
A. Puim,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T. Lee,2010,0.4,1.2,1.6,1.1,0.9,1.5,0.6,0.3,0.1
E. Button,2010,1.2,2.9,4.1,2.3,0.5,2.5,0.2,0.4,0.5
Katelyn Leddy,2010,2.0,4.6,6.6,3.2,0.9,2.7,0.3,0.7,0.3
Melissa Rondinelli,2010,1.9,1.4,3.3,1.7,0.6,1.2,0.5,0.3,0.1
Sarah Mallen,2010,0.9,2.2,3.0,2.0,1.0,1.6,0.6,0.5,0.0
Kelly Moulden,2010,1.5,2.0,3.5,1.7,3.4,2.4,1.4,0.9,0.1
Rebecca Moss,2010,1.4,4.4,5.8,1.6,1.0,1.3,0.8,0.9,0.5
Lauren Parkes,2010,1.9,3.6,5.5,1.8,1.5,3.2,0.5,1.1,0.7
Jacklyn Selfe,2010,1.0,3.4,4.4,1.4,1.7,2.6,0.7,1.6,0.1
Amanda Anderson,2010,1.1,3.2,4.3,2.1,3.2,2.4,1.3,2.0,0.0
Beckie Williams,2010,0.8,2.5,3.2,1.9,2.4,1.9,1.2,1.0,0.3
Stephanie Lundstrom,2010,0.3,0.3,0.6,1.1,0.6,0.1,3.7,0.3,0.1
Maggie Morrison,2010,0.3,0.0,0.3,0.8,0.0,0.8,0.0,0.0,0.0
Linh Nguyen,2010,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Emily Abbott,2010,0.3,1.5,1.8,1.4,2.1,2.4,0.9,1.2,0.1
Shavaun Reaney,2010,1.4,2.8,4.2,2.0,4.0,3.9,1.0,2.5,0.1
Tanya Leclerc,2010,0.7,1.1,1.8,1.0,0.6,0.6,1.1,0.5,0.1
Georgia Billing,2010,0.2,0.8,1.0,1.6,0.9,1.3,0.7,1.1,0.0
Iva Peklova,2010,1.4,3.4,4.8,2.6,1.2,1.8,0.6,0.6,0.9
Raelyn Prince,2010,2.4,3.1,5.4,1.5,1.0,2.5,0.4,0.7,0.5
Miah-Marie Langlios,2010,0.7,2.7,3.4,2.0,3.1,1.5,2.1,2.6,0.2
Jessica Clemencon,2010,3.0,4.3,7.3,1.9,1.9,3.2,0.6,0.8,1.3
Jessica Gordon,2010,0.5,1.3,1.9,0.9,0.1,0.6,0.2,0.2,0.2
Kristy Chute,2010,1.3,1.4,2.7,1.2,0.4,1.5,0.3,0.6,0.1
Laura Mullins,2010,1.7,2.5,4.1,1.7,0.5,1.7,0.3,0.5,0.1
Bojana Kovacevic,2010,2.7,4.5,7.2,2.3,1.7,2.1,0.8,2.3,0.3
Nadia Qahwash,2010,1.1,2.6,3.7,2.1,2.1,3.6,0.6,1.6,0.1
Brittany Szockyj,2010,1.1,2.3,3.4,2.4,2.3,2.2,1.0,2.2,0.1
Kate Mowat,2010,2.2,3.0,5.2,2.4,1.2,1.8,0.7,1.4,0.2
Kara Smith,2010,0.3,0.4,0.6,1.1,0.6,0.4,1.4,0.2,0.0
Michelle McLaren,2010,0.0,0.7,0.7,0.2,0.4,0.8,0.4,0.3,0.0
Beth Hagarty,2010,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Emma Dillon,2010,1.0,2.8,3.8,2.4,0.4,1.5,0.2,0.1,1.7
Kayla Pangos,2010,1.0,1.5,2.5,1.1,1.8,1.5,1.2,0.9,0.1
April Hill,2010,0.3,1.4,1.7,1.0,0.3,1.2,0.2,0.4,0.0
Emily Perras,2010,1.1,3.2,4.4,0.7,0.5,1.5,0.3,1.0,0.0
Jenna Elliott,2010,1.1,1.1,2.2,0.9,0.5,1.5,0.3,0.5,0.1
Emily Bolduc,2010,1.6,2.5,4.0,1.6,2.4,2.9,0.8,1.6,0.4
Nicole Clarke,2010,0.6,3.2,3.8,2.4,2.5,4.0,0.6,1.5,0.6
Sarah Binns,2010,0.2,0.7,0.9,0.3,0.2,0.6,0.4,0.1,0.1
Josephine Peacock,2010,1.3,2.3,3.6,1.4,0.7,1.5,0.5,0.9,0.1
Megan Wickstrom,2010,0.4,0.9,1.3,0.9,1.1,1.1,0.9,0.4,0.1
Alexandra Keeley,2010,0.6,0.4,1.0,0.4,0.2,0.2,1.0,0.6,0.0
Kendra Asleson,2010,1.4,1.6,3.0,0.9,0.1,1.3,0.1,0.7,0.0
Stacey Sperling,2010,0.3,0.0,0.3,0.2,0.5,0.5,1.0,0.7,0.0
Alysia Rissling,2010,1.5,2.5,4.0,0.9,1.1,0.9,1.3,0.8,0.3
Caitlin Stiksma,2010,3.0,2.5,5.4,1.9,0.8,1.6,0.5,0.8,0.3
Kaitlyn Arbuthnot,2010,0.1,1.6,1.6,1.1,2.7,2.5,1.1,0.8,0.0
Georgia Popovici,2010,1.9,3.0,4.8,2.0,0.3,1.4,0.3,1.1,0.3
Anneka Bakker,2010,1.6,3.5,5.2,2.1,0.6,2.1,0.3,0.7,0.3
Marisa Haylett,2010,1.3,2.1,3.4,2.7,1.0,2.9,0.3,1.5,0.1
Sarah Lopes,2010,0.6,1.9,2.5,2.3,0.9,3.9,0.2,0.8,0.1
Rebecca Funk,2010,0.1,0.2,0.3,0.7,0.5,1.8,0.3,0.2,0.0
Britney White,2010,0.8,0.5,1.3,1.6,0.8,1.3,0.6,0.8,0.0
Melanie Thompson,2010,1.0,1.9,2.9,1.7,1.3,4.2,0.3,1.7,0.3
Rosemary Mills,2010,0.5,2.4,2.9,1.8,2.3,3.2,0.7,1.4,0.2
Stephanie Lacey-Avon,2010,0.4,1.0,1.4,1.2,0.8,2.2,0.4,0.7,0.1
Amanda Fortin,2010,1.8,1.8,3.6,2.8,1.6,3.1,0.5,2.3,0.4
Chelsey Hiebert,2010,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Chantel Gaslard,2010,1.6,2.3,3.9,2.1,0.5,2.3,0.2,0.4,0.2
Jayla Bousquet,2010,2.8,4.0,6.8,3.5,1.9,4.6,0.4,1.9,0.8
Hailey Toner,2010,1.1,0.9,2.0,1.6,0.5,2.6,0.2,0.9,0.1
Nicisha Johnson,2010,3.4,5.1,8.5,3.6,0.7,3.2,0.2,1.0,1.8
Kelsey Solarchuk,2010,0.7,1.8,2.6,1.1,0.4,1.6,0.2,0.4,0.1
Megan Schaufele,2010,0.7,2.5,3.2,1.9,3.5,3.1,1.1,2.5,0.0
Megan Maclean,2010,0.5,1.6,2.1,1.0,0.1,0.7,0.1,0.9,0.0
Tilly Ettinger,2010,0.8,3.0,3.8,2.1,1.7,2.9,0.6,1.4,0.1
Tamara Jarrett,2010,1.1,2.1,3.2,4.0,0.9,3.4,0.3,1.4,0.1
Robyn Gibson,2010,2.0,2.7,4.7,2.0,1.3,2.6,0.5,1.5,0.2
Alex Cole,2010,1.6,3.8,5.4,3.1,0.9,2.3,0.4,1.0,1.6
Megan Lang,2010,1.2,2.4,3.6,3.3,3.3,2.9,1.1,1.3,0.0
Esther Graff,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Hill,2010,0.6,2.7,3.3,2.5,0.8,2.1,0.4,1.1,0.3
Ashley Ashman,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaitie Beard,2010,1.0,1.5,2.5,1.5,0.6,1.1,0.5,0.2,0.1
Elise Horton,2010,1.4,1.9,3.3,2.0,0.4,2.5,0.2,1.1,0.2
Courtney Heinricks,2010,0.5,0.5,0.9,0.8,0.8,0.7,1.1,0.5,0.0
Becky Heninger,2010,1.0,2.4,3.4,2.2,2.3,2.1,1.0,1.0,0.1
Stephanie Price,2010,1.6,4.5,6.1,2.5,4.9,4.2,1.2,2.8,0.0
Lauren Taal,2010,0.9,2.7,3.6,1.9,3.0,2.8,1.1,2.0,0.1
Sam Hornquist,2010,1.6,2.5,4.1,2.1,0.8,2.5,0.3,0.7,0.1
Kara Henry,2010,0.6,0.5,1.2,1.3,0.2,0.5,0.3,0.4,0.1
Stephanie Inman,2010,0.4,0.5,0.9,0.4,0.1,0.3,0.3,0.2,0.1
Hannah Blanchette,2010,1.4,2.1,3.5,2.4,1.0,1.4,0.7,1.5,0.1
Devon Kendall,2010,0.4,1.1,1.5,1.4,0.2,0.9,0.3,0.5,0.1
Janelle Traber,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenzie Sheen,2010,2.3,2.4,4.7,2.8,1.6,1.7,0.9,1.2,0.1
Morgan Cross,2010,0.3,0.9,1.3,0.5,0.5,1.6,0.3,0.2,0.1
Lauren Mortier,2010,1.1,2.5,3.6,2.1,2.0,2.8,0.7,1.3,0.3
Kayla Klassen,2010,1.9,3.5,5.5,2.2,2.0,2.3,0.9,2.3,0.2
Kait Flett,2010,2.0,3.0,5.1,2.8,2.4,2.8,0.9,0.8,0.1
W. Lodge-Zaparnick,2010,0.4,0.6,1.0,1.4,1.3,1.9,0.7,0.8,0.1
Nicole Vestby,2010,0.7,0.6,1.4,1.2,0.5,0.7,0.6,0.4,0.0
Maria Pawlyshyn,2010,1.5,2.6,4.1,1.6,1.1,1.8,0.6,0.9,0.0
Colleen Dorrian,2010,0.5,0.5,1.0,1.5,0.2,0.7,0.3,0.1,0.1
Mubo Ilelaboye,2010,2.1,3.0,5.0,2.1,1.1,2.7,0.4,1.9,0.1
Michele Hynes,2010,0.6,2.3,2.9,2.8,4.3,3.4,1.3,2.0,0.1
Vanessa De vries,2010,0.9,0.9,1.9,1.4,0.1,0.7,0.2,0.3,0.0
Deanna Hiebert,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stacey Walker,2010,0.2,2.5,2.6,1.4,2.5,1.6,1.6,1.2,0.1
Kelsey Lothian,2010,0.1,0.7,0.8,0.4,0.2,0.4,0.4,0.8,0.2
Rayna Belyk,2010,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
Vanessa Wesolowski,2010,0.9,1.3,2.2,0.5,0.6,1.3,0.4,0.1,0.0
Ashley Wishira,2010,0.1,0.7,0.8,0.5,0.5,1.1,0.5,0.6,0.0
Gabrielle Gheyssen,2010,0.7,2.1,2.8,1.2,1.1,2.2,0.5,1.5,0.0
Danielle Schmidt,2010,0.9,0.9,1.9,0.8,0.6,1.1,0.5,0.7,0.0
Megan Chamberlin,2010,0.8,1.1,1.9,0.7,0.2,0.6,0.4,0.3,0.3
Rebecca Schmidt,2010,0.3,0.8,1.1,1.2,0.8,1.8,0.4,0.8,0.1
Lindsay Ledingham,2010,2.0,3.6,5.6,2.5,1.8,2.3,0.8,0.5,0.4
Brittany Read,2010,4.4,5.3,9.8,3.0,0.3,2.5,0.1,1.1,1.6
Joanna Zalesiak,2010,1.9,4.3,6.3,2.9,4.3,3.8,1.2,2.0,0.1
Carmen Stewart,2010,2.3,2.6,5.0,3.3,1.7,3.2,0.5,2.5,0.5
Lindsay DeGroot,2010,2.2,6.3,8.4,2.0,2.9,3.1,0.9,3.3,0.9
Mary Hipperson,2010,0.6,1.3,1.9,2.0,0.8,1.4,0.5,0.5,0.1
Jill Humbert,2010,0.6,2.6,3.2,2.1,4.0,3.8,1.1,1.9,0.1
Kim Tulloch,2010,1.4,3.7,5.1,1.9,2.3,3.4,0.7,1.6,0.3
Amy Lackie,2010,0.1,0.6,0.7,0.7,1.3,0.7,1.8,0.6,0.0
Brittany Bodnar,2010,0.0,0.3,0.3,0.5,0.6,1.0,0.6,0.4,0.0
